interface_id,device_id,name,mac_address,status
66,7,eth1,d8:b7:73:a9:b8:90,down
67,7,eth2,40:9b:6e:69:16:1c,down
68,7,eth2,68:82:d4:19:70:35,down
69,7,eth0,20:2d:2c:02:e9:a1,unknown
70,7,eth0,78:56:2e:2c:2a:bf,up
71,8,eth1,80:a0:b5:d0:75:87,unknown
72,8,eth2,1e:18:be:f5:95:ea,down
73,8,eth2,92:07:49:46:c2:e7,down
74,8,eth1,9c:3a:f9:7a:df:14,unknown
75,8,eth0,7c:bb:5e:73:42:71,down
76,8,eth2,24:42:a3:ba:23:b0,up
77,8,eth1,64:3d:e1:1a:1a:f9,unknown
78,8,eth0,40:47:08:f6:74:6e,up
79,8,eth3,36:44:32:51:a1:36,down
80,8,eth1,0c:e3:5c:14:14:93,down
81,9,eth2,e2:a6:52:e3:34:c8,down
82,9,eth0,2a:f3:e7:ad:fb:b0,up
83,9,eth0,de:3b:b3:dd:bb:73,down
84,9,eth2,f2:06:83:60:61:99,unknown
85,9,eth1,0e:1f:2c:28:f7:40,unknown
86,9,eth0,38:2f:85:25:f9:c7,unknown
87,9,eth3,a8:6e:0a:b6:4e:70,up
88,9,eth0,6c:9f:ee:b7:76:df,up
89,9,eth1,a6:72:c0:56:30:99,up
90,9,eth3,4a:f8:c7:31:3f:72,up
91,10,eth3,d6:d0:0f:0f:cc:b3,unknown
92,10,eth0,92:93:95:87:0b:1b,up
93,10,eth0,6c:62:7b:c2:d5:9f,unknown
94,10,eth0,f4:c5:75:f2:66:d9,unknown
95,10,eth1,6a:ef:4d:9e:c2:8b,up
96,10,eth1,aa:44:88:07:0a:99,up
97,10,eth0,f2:16:eb:0c:7f:95,down
98,10,eth1,c8:e6:8d:57:73:30,up
99,10,eth3,e0:97:1f:fd:a4:e1,up
100,10,eth3,8e:a7:2d:8e:6f:54,unknown
101,11,eth0,f8:12:34:f8:0e:ed,down
102,11,eth3,e6:90:97:4f:dc:a0,down
103,11,eth1,e8:b7:eb:eb:67:2d,unknown
104,11,eth0,98:42:68:c2:97:9b,down
105,11,eth1,50:08:88:8e:b9:e3,unknown
106,11,eth3,18:4f:45:dd:4c:3f,up
107,11,eth3,8c:51:15:cd:5b:d3,unknown
108,11,eth1,78:81:29:37:bb:44,down
109,11,eth1,86:be:f7:cd:0f:a1,up
110,11,eth1,98:5d:4a:63:f0:21,up
111,12,eth2,d8:9b:ea:e9:4a:63,up
112,12,eth1,c2:65:13:62:64:09,down
113,12,eth0,e2:e7:82:0c:54:8a,down
114,12,eth3,3a:fc:ec:69:5f:27,up
115,12,eth2,16:68:a3:ad:3c:49,up
116,12,eth2,ea:64:01:b4:85:95,up
117,12,eth1,7a:8a:32:c6:d0:84,down
118,12,eth3,f6:aa:05:07:a1:08,unknown
119,12,eth0,32:bd:0c:b2:18:a2,down
120,12,eth3,e8:e2:28:1a:01:a0,down
121,13,eth0,58:eb:32:1e:a9:48,up
122,13,eth0,3a:5d:0c:ce:cf:de,unknown
123,13,eth1,ca:51:82:20:9e:16,up
124,13,eth3,e8:97:85:ce:50:92,up
125,13,eth1,fa:ef:15:24:15:4e,down
126,13,eth1,30:af:0f:e5:bb:71,down
127,13,eth3,a4:a4:3c:3c:1e:ea,unknown
128,13,eth2,e0:87:de:b0:9e:eb,up
129,13,eth1,e4:e4:47:01:ca:73,down
130,13,eth2,ae:68:f0:7b:26:24,down
131,14,eth2,42:4e:c3:35:95:06,unknown
132,14,eth2,b6:48:e6:2a:4a:2d,down
133,14,eth0,d2:a4:cf:e0:d0:73,down
134,14,eth1,82:37:d4:58:40:46,down
135,14,eth1,b6:fa:4f:d7:63:cc,unknown
136,14,eth1,e8:a1:3c:9e:08:2e,up
137,14,eth1,a2:c4:63:85:de:41,unknown
138,14,eth1,62:68:d3:0d:e8:c1,up
139,14,eth0,94:72:12:dd:3b:05,unknown
140,14,eth3,a8:65:c7:bb:ed:b7,down
141,15,eth2,c2:69:e4:bb:15:9f,unknown
142,15,eth1,30:51:ae:55:c9:8b,up
143,15,eth0,b4:49:d6:5e:b4:cf,unknown
144,15,eth0,40:7b:61:90:21:52,up
145,15,eth3,dc:75:c6:f1:e0:cf,unknown
146,15,eth3,14:0f:f0:6d:86:f7,unknown
147,15,eth0,72:e8:8c:38:01:cd,unknown
148,15,eth2,f8:e4:0e:93:5c:21,up
149,15,eth1,a4:9c:f5:ea:51:eb,up
150,15,eth0,40:ea:2e:c8:2d:f2,up
151,16,eth1,3a:d3:34:b7:f5:88,up
152,16,eth2,46:d4:3d:0b:f3:79,up
153,16,eth1,f2:d9:59:d7:54:01,down
154,16,eth2,e8:63:e3:a3:ab:68,unknown
155,16,eth0,30:20:5d:9e:6d:5d,up
156,16,eth0,0c:63:fa:cf:a7:33,down
157,16,eth0,56:08:58:44:23:c2,up
158,16,eth1,04:a6:60:ff:e4:a5,up
159,16,eth3,be:0f:04:63:4b:2f,up
160,16,eth0,6c:0a:cb:bf:df:b8,down
161,17,eth0,1a:cc:ec:30:29:42,down
162,17,eth2,f8:fc:fc:18:99:59,down
163,17,eth1,4c:2e:6f:4c:31:b9,down
164,17,eth2,3a:8e:e5:5c:e4:f9,unknown
165,17,eth3,84:8f:db:2d:9c:da,up
166,17,eth1,e4:ae:24:26:96:fc,up
167,17,eth0,92:67:cc:55:43:4b,unknown
168,17,eth3,84:48:d4:43:63:3d,up
169,17,eth2,ec:37:46:7b:cc:89,up
170,17,eth3,40:bd:10:83:12:1a,up
171,18,eth0,52:24:0f:f4:ad:e6,down
172,18,eth0,68:0b:ea:0e:de:df,unknown
173,18,eth2,90:79:19:56:39:ff,up
174,18,eth0,94:79:24:df:57:dc,unknown
175,18,eth1,a8:c6:45:02:83:19,down
176,18,eth3,0c:80:fe:22:e7:5f,down
177,18,eth3,98:e9:7e:63:fe:f5,up
178,18,eth1,70:9c:cb:dd:33:4c,unknown
179,18,eth0,26:98:ff:f4:d7:cf,up
180,18,eth1,b4:4e:08:cc:b2:5f,down
181,19,eth3,54:21:f3:03:90:97,unknown
182,19,eth1,4a:81:df:4d:a1:04,up
183,19,eth3,ae:38:c4:c1:bc:82,unknown
184,19,eth0,6a:53:78:b8:17:52,up
185,19,eth1,40:a3:ea:f0:c5:90,up
186,19,eth0,e6:2f:7b:34:26:68,down
187,19,eth0,80:41:c1:4f:5b:84,up
188,19,eth2,7e:6f:5d:8d:d4:6b,unknown
189,19,eth2,ba:58:42:10:d3:5a,up
190,19,eth1,7c:89:f1:c4:bb:51,down
191,20,eth1,10:5f:46:a6:5c:77,down
192,20,eth2,fa:f1:ba:9c:2c:10,up
193,20,eth3,5e:34:58:58:72:b0,up
194,20,eth1,4c:6b:fe:76:a2:24,unknown
195,20,eth1,94:31:36:1b:0d:43,up
196,20,eth0,cc:b4:b1:1f:73:09,down
197,20,eth0,2c:37:6e:e6:06:8e,down
198,20,eth2,6c:8b:b1:33:c3:3f,unknown
199,20,eth3,da:d2:a2:ba:da:e7,up
200,20,eth1,0e:f3:db:06:98:85,up
201,21,eth2,2e:ff:62:e5:5b:38,down
202,21,eth1,c0:a2:4d:07:e7:30,unknown
203,21,eth0,04:b3:46:d4:97:17,down
204,21,eth1,de:28:c2:8f:3e:91,down
205,21,eth3,26:03:b0:fe:0a:29,down
206,21,eth2,58:f3:0f:25:e3:b3,down
207,21,eth2,02:5d:c7:7e:f0:22,unknown
208,21,eth3,28:b4:b6:22:73:c1,down
209,21,eth3,a8:8a:61:ed:92:aa,down
210,21,eth1,38:50:d0:71:b9:61,up
211,22,eth3,b0:f1:a2:d3:b1:42,down
212,22,eth2,72:2a:7c:b3:35:5d,unknown
213,22,eth2,ec:73:f8:4d:d9:5f,up
214,22,eth3,5e:2b:6a:46:d3:5a,unknown
215,22,eth0,6e:4d:2f:ce:c4:14,up
216,22,eth2,e8:d9:f9:8a:df:6c,down
217,22,eth0,72:3f:ed:57:0d:29,up
218,22,eth1,d0:93:44:05:e7:00,unknown
219,22,eth2,96:56:61:6a:76:98,unknown
220,22,eth2,d2:5f:e8:32:76:76,up
221,23,eth0,dc:86:66:f4:98:b2,up
222,23,eth0,7a:73:90:31:1a:5c,unknown
223,23,eth1,4a:bd:7c:04:12:3c,up
224,23,eth2,f4:0e:07:e6:e4:38,down
225,23,eth2,f0:05:69:a6:a3:85,up
226,23,eth3,e8:71:22:01:a6:76,unknown
227,23,eth1,40:70:5e:52:dc:54,up
228,23,eth0,e2:0f:d8:7d:c9:d0,unknown
229,23,eth0,2c:85:fc:7f:5b:b7,up
230,23,eth3,84:33:f0:e2:d6:94,down
231,24,eth1,02:17:41:bb:46:de,unknown
232,24,eth2,9a:d2:14:05:29:3f,down
233,24,eth0,a8:f4:c7:8d:ab:d5,down
234,24,eth3,cc:01:fe:ce:46:7e,unknown
235,24,eth1,5e:60:6f:9e:11:9c,down
236,24,eth0,18:63:21:e7:4e:a7,down
237,24,eth2,b6:d1:3f:e1:07:9d,up
238,24,eth1,34:93:86:68:04:b0,up
239,24,eth2,72:9a:e2:43:79:71,unknown
240,24,eth1,de:d5:17:fa:5a:92,up
241,25,eth0,b2:70:6f:23:fe:0e,down
242,25,eth0,96:73:cc:3c:74:9c,down
243,25,eth0,b2:d8:3b:80:46:96,up
244,25,eth1,02:80:99:3a:85:26,unknown
245,25,eth3,a2:e4:b1:ef:7f:0c,unknown
246,25,eth3,d0:3d:c2:df:9b:00,up
247,25,eth2,4e:f0:14:f9:c4:e8,up
248,25,eth3,a8:54:07:ae:04:8c,up
249,25,eth1,46:b6:3c:04:01:1f,up
250,25,eth2,be:9d:c4:65:2a:4f,up
251,26,eth2,82:82:aa:72:00:8d,unknown
252,26,eth0,24:4b:33:46:ac:2a,up
253,26,eth2,e6:a8:5b:20:ac:39,unknown
254,26,eth1,0c:5a:39:88:29:65,up
255,26,eth2,fa:53:44:2b:75:8d,down
256,26,eth3,26:90:22:05:49:64,down
257,26,eth2,66:0b:5b:5c:0f:8f,up
258,26,eth2,5a:f5:1d:99:ca:bd,down
259,26,eth2,f0:03:a6:90:d9:af,down
260,26,eth0,06:af:34:9b:13:94,unknown
261,27,eth2,08:1d:b9:81:7f:b0,down
262,27,eth3,e0:20:eb:66:20:e8,down
263,27,eth2,f2:35:69:98:b5:0d,up
264,27,eth2,e4:e9:e5:27:d6:4d,unknown
265,27,eth2,66:f2:39:a5:57:39,down
266,27,eth0,f8:2a:f6:92:9b:41,down
267,27,eth0,f0:af:9a:e6:18:93,unknown
268,27,eth3,46:ee:14:bc:ea:80,down
269,27,eth0,5a:a7:da:f1:d4:b1,unknown
270,27,eth3,aa:8f:0c:df:2e:f5,down
271,28,eth0,a8:aa:03:b8:5e:63,up
272,28,eth1,b2:b2:5e:ab:8f:99,up
273,28,eth2,54:37:b1:2c:d9:9a,down
274,28,eth1,2a:4e:d9:20:00:2b,unknown
275,28,eth0,c8:ef:8f:7f:2e:0f,down
276,28,eth1,60:47:5b:e1:d0:e7,up
277,28,eth1,88:db:d2:97:9b:43,down
278,28,eth3,ec:9c:0d:36:ac:15,unknown
279,28,eth2,d0:37:cf:cf:a4:f7,down
280,28,eth2,90:19:e4:df:e1:4e,down
281,29,eth1,26:cb:01:8f:a3:15,unknown
282,29,eth0,3e:d3:8c:ab:11:94,down
283,29,eth2,10:bf:43:2b:75:9e,unknown
284,29,eth2,94:43:ff:55:36:ed,unknown
285,29,eth1,d4:6b:89:39:08:0f,down
286,29,eth0,86:43:ce:70:c5:47,down
287,29,eth3,f2:77:52:a8:f1:f9,unknown
288,29,eth1,62:3d:d5:71:cb:8b,up
289,29,eth3,8c:de:e5:2c:a5:d2,unknown
290,29,eth2,46:66:5f:7d:3e:f7,down
291,30,eth2,b2:d4:d0:2a:50:e3,unknown
292,30,eth1,64:35:7b:4c:2a:13,up
293,30,eth3,ea:f3:69:fa:73:23,unknown
294,30,eth3,72:f8:5f:b5:69:ce,up
295,30,eth1,52:2b:bc:2f:67:f4,up
296,30,eth1,ee:94:19:14:c1:af,unknown
297,30,eth2,84:ae:92:7b:e2:df,unknown
298,30,eth1,2e:51:58:ae:8e:c0,down
299,30,eth3,f4:0f:cb:7b:64:bb,up
300,30,eth1,96:46:e5:38:98:f4,up
301,31,eth3,6e:be:97:9e:54:16,unknown
302,31,eth3,6a:b4:a3:e1:97:ef,down
303,31,eth1,1e:b5:8a:11:51:13,unknown
304,31,eth1,96:23:d6:0a:dd:c0,down
305,31,eth2,5a:ea:8f:3c:80:e8,down
306,31,eth0,70:f3:ee:cc:e6:a3,unknown
307,31,eth0,3e:28:54:7b:d9:16,unknown
308,31,eth0,0a:3c:44:17:76:7c,down
309,31,eth3,24:a4:ba:31:4d:38,down
310,31,eth3,e4:02:ee:a6:50:fb,up
311,32,eth2,32:46:6b:1b:39:11,unknown
312,32,eth2,32:c4:57:ab:6f:5a,up
313,32,eth2,e4:e9:f5:9a:26:ea,down
314,32,eth0,1a:f9:6c:03:0d:5a,down
315,32,eth3,7e:5e:6c:9f:31:43,up
316,32,eth0,ec:c8:e7:cf:39:20,unknown
317,32,eth3,06:c6:5e:e2:28:d9,unknown
318,32,eth3,52:a5:c1:8b:62:d2,up
319,32,eth2,5c:7d:d3:2a:7b:e3,up
320,32,eth2,9e:12:59:b2:70:ff,unknown
321,33,eth3,40:0d:54:f1:26:36,up
322,33,eth3,24:da:80:4a:8c:75,up
323,33,eth2,06:56:ce:14:24:3e,down
324,33,eth0,10:eb:81:a5:7a:7f,up
325,33,eth3,18:c0:64:4a:cf:6f,up
326,33,eth0,6c:68:78:69:a5:4c,down
327,33,eth0,e2:82:b5:8e:20:da,up
328,33,eth0,52:5e:44:a6:5f:d0,unknown
329,33,eth2,c4:e6:e1:71:0f:ec,unknown
330,33,eth0,3e:fd:ee:8d:13:5c,down
331,34,eth3,a6:99:e7:bf:b5:ef,unknown
332,34,eth0,c0:9f:75:75:a7:cc,unknown
333,34,eth3,e6:f1:d7:60:82:5c,down
334,34,eth2,a8:2c:44:bd:af:30,down
335,34,eth1,e2:15:01:ba:d6:75,up
336,34,eth0,9a:1a:9d:a9:3b:03,unknown
337,34,eth3,84:04:ad:72:6b:73,unknown
338,34,eth2,be:9b:c2:a6:20:4e,up
339,34,eth2,52:d2:1c:e3:69:5f,down
340,34,eth0,ae:0a:24:18:07:ab,unknown
341,35,eth1,e4:c8:bc:fa:50:bb,up
342,35,eth3,c0:44:c5:d5:d4:d2,unknown
343,35,eth3,60:77:3a:2b:4f:3a,up
344,35,eth0,2c:06:e1:f5:6f:41,down
345,35,eth1,f6:2f:37:07:73:74,down
346,35,eth3,ee:91:a6:64:2a:b6,up
347,35,eth0,7c:ac:2a:38:35:e6,up
348,35,eth0,8c:cb:24:38:1c:2e,up
349,35,eth1,2a:d5:7a:aa:93:17,up
350,35,eth0,48:6f:5a:e2:3d:9f,up
351,36,eth3,d4:94:16:17:9c:0e,up
352,36,eth2,8e:49:bf:10:25:12,down
353,36,eth2,6c:eb:35:1f:ac:77,unknown
354,36,eth2,80:66:98:1a:59:ab,unknown
355,36,eth2,aa:d6:6d:09:7d:15,down
356,36,eth1,3c:a4:6a:b8:0c:aa,down
357,36,eth2,dc:6f:7c:9b:08:ba,unknown
358,36,eth0,d4:6e:68:74:b0:00,up
359,36,eth3,d0:6f:89:5a:08:92,down
360,36,eth0,4c:6f:6d:df:a2:54,unknown
361,37,eth0,42:cc:a5:55:ad:64,down
362,37,eth3,2c:fe:c1:05:af:d2,down
363,37,eth1,28:92:97:b4:d5:5c,unknown
364,37,eth1,f4:59:6c:4d:60:8b,down
365,37,eth2,64:de:a8:bc:4b:3b,down
366,37,eth2,c4:23:7f:7a:e8:8f,unknown
367,37,eth1,a6:40:5b:35:04:10,up
368,37,eth2,5a:18:18:4e:93:08,down
369,37,eth3,2c:99:cb:68:55:aa,unknown
370,37,eth0,80:74:5f:08:9c:f0,up
371,38,eth0,fc:fa:2d:d6:c9:86,up
372,38,eth3,ba:64:dc:cb:b5:b4,unknown
373,38,eth1,88:4b:fd:a7:c3:1a,down
374,38,eth3,88:17:cb:2c:64:84,up
375,38,eth2,1e:86:d0:51:d6:3a,down
376,38,eth0,a0:7d:3d:b6:9d:cb,down
377,38,eth2,bc:73:54:b3:66:4c,unknown
378,38,eth3,be:41:8c:f4:a3:fd,down
379,38,eth2,f0:8d:54:ee:76:86,down
380,38,eth0,f2:08:6f:4a:d5:13,down
381,39,eth0,24:8d:3e:15:34:85,unknown
382,39,eth0,ce:bc:6a:34:79:b1,up
383,39,eth3,16:e9:bd:48:2d:c1,unknown
384,39,eth2,9a:3e:7f:ca:1f:d8,unknown
385,39,eth2,90:aa:99:a3:8c:5d,unknown
386,39,eth2,3a:03:49:36:08:78,unknown
387,39,eth0,20:39:bd:82:2b:9c,unknown
388,39,eth0,f8:45:5a:c5:cd:38,unknown
389,39,eth2,b4:0b:7d:5c:24:36,unknown
390,39,eth0,56:45:09:07:d8:ce,down
391,40,eth2,48:b4:f4:4c:b0:d7,unknown
392,40,eth3,10:81:67:e7:d5:0b,down
393,40,eth0,9a:1f:47:92:81:ac,unknown
394,40,eth0,1a:95:b0:ca:a6:82,down
395,40,eth2,a4:69:05:59:1b:01,down
396,40,eth1,5a:55:7f:27:c5:a6,up
397,40,eth0,f8:30:65:4b:4e:55,up
398,40,eth1,a2:47:2c:d1:4d:77,down
399,40,eth2,76:86:4c:b3:a7:ac,up
400,40,eth3,c4:1d:51:dd:de:a6,unknown
401,41,eth2,7e:da:a5:f7:d2:b3,unknown
402,41,eth3,4e:72:98:4e:ad:d2,unknown
403,41,eth2,64:6b:8d:00:82:61,unknown
404,41,eth2,0a:bb:8c:bc:95:54,down
405,41,eth1,ca:bb:4c:01:9c:ed,up
406,41,eth2,72:05:de:17:a3:61,unknown
407,41,eth2,c0:5a:79:8c:4f:41,unknown
408,41,eth1,88:f9:20:5f:c1:e9,unknown
409,41,eth0,fc:8d:28:e8:a6:0f,up
410,41,eth1,b8:59:3b:f9:ca:84,down
411,42,eth3,28:a0:71:0d:69:ee,unknown
412,42,eth2,30:11:59:18:ca:64,down
413,42,eth2,5a:8e:41:34:fc:b9,unknown
414,42,eth3,a4:70:b8:97:bc:b0,up
415,42,eth3,28:72:19:69:1f:d5,up
416,42,eth0,60:0a:5b:d3:5c:5b,down
417,42,eth3,d0:05:59:82:59:1a,unknown
418,42,eth3,4c:35:8a:04:1b:f7,down
419,42,eth0,ee:ad:ac:b0:0b:48,down
420,42,eth3,5c:b3:e3:c8:79:36,unknown
421,43,eth0,96:87:b6:6a:03:a1,up
422,43,eth1,58:27:01:4f:72:5a,up
423,43,eth0,56:0d:91:7a:2c:a7,down
424,43,eth3,bc:f4:33:8e:ad:e8,unknown
425,43,eth3,f2:da:2a:ca:79:f2,down
426,43,eth1,48:70:c7:e1:d6:66,down
427,43,eth2,54:12:8e:06:29:67,unknown
428,43,eth0,d8:54:2d:e6:d4:e0,unknown
429,43,eth2,1c:b4:d6:e2:a0:b1,unknown
430,43,eth2,8a:99:0b:8a:11:a1,down
431,44,eth1,30:85:77:64:72:21,unknown
432,44,eth1,b0:64:84:20:8e:ed,unknown
433,44,eth2,92:67:77:a8:b6:58,down
434,44,eth3,1c:0d:76:ba:4b:20,up
435,44,eth2,be:03:f1:03:6a:f2,up
436,44,eth0,f4:b3:a8:cf:ee:87,up
437,44,eth1,f6:6b:d4:6d:20:37,unknown
438,44,eth1,6e:d5:b3:98:fe:96,up
439,44,eth3,ee:1c:df:f4:53:1f,up
440,44,eth2,64:e3:2c:e4:14:4a,down
441,45,eth1,3a:10:95:94:ac:f1,up
442,45,eth3,c4:08:cb:55:c0:db,down
443,45,eth1,52:90:cb:32:c2:eb,down
444,45,eth0,56:d5:7f:69:ac:05,unknown
445,45,eth1,60:96:1c:95:88:44,up
446,45,eth1,b4:87:5a:f3:b7:07,up
447,45,eth0,d8:66:45:a6:05:ef,down
448,45,eth3,92:c3:c0:ae:34:2e,down
449,45,eth1,f0:5c:f8:3d:9f:3e,up
450,45,eth0,8e:c1:e4:81:b6:9c,unknown
451,46,eth0,1a:d1:6d:c9:aa:2a,down
452,46,eth0,1e:70:9e:b0:42:68,unknown
453,46,eth1,e8:e6:46:f1:07:4a,unknown
454,46,eth0,98:5d:6d:42:d2:6c,down
455,46,eth0,5a:b8:2d:70:58:ef,unknown
456,46,eth0,9a:ca:7a:41:97:70,down
457,46,eth0,aa:81:3d:dc:0d:f5,up
458,46,eth1,d6:1a:c8:72:11:f8,down
459,46,eth1,20:0f:48:48:99:91,up
460,46,eth1,98:9e:dd:37:93:14,up
461,47,eth2,38:57:83:06:82:63,unknown
462,47,eth1,22:d0:9b:a0:f6:fc,unknown
463,47,eth2,58:82:b2:46:f0:42,unknown
464,47,eth0,d6:c5:45:95:4e:74,down
465,47,eth3,92:1d:fe:fb:62:e7,up
466,47,eth0,42:27:81:f9:21:a6,up
467,47,eth2,e4:fc:d0:c6:ce:08,unknown
468,47,eth1,06:24:8f:29:fd:e7,unknown
469,47,eth1,58:c9:65:41:dd:8a,down
470,47,eth2,18:6a:f1:04:5a:48,up
471,48,eth0,fc:ff:66:bf:04:70,up
472,48,eth1,02:9f:fc:89:58:0f,unknown
473,48,eth2,3a:12:33:0f:15:38,unknown
474,48,eth3,b6:4c:33:69:59:8b,unknown
475,48,eth0,58:f2:30:18:bc:5e,up
476,48,eth2,56:06:33:e2:f9:9e,down
477,48,eth0,8a:c2:6c:48:25:af,down
478,48,eth2,44:84:9b:7f:4e:48,down
479,48,eth1,1c:fc:7c:d1:d4:3f,down
480,48,eth0,24:e3:c3:93:a3:23,up
481,49,eth0,16:e8:65:a9:7a:09,up
482,49,eth1,be:61:2a:bf:fd:a7,down
483,49,eth1,28:c1:3d:50:60:5f,unknown
484,49,eth2,d0:17:1a:e7:aa:34,down
485,49,eth3,60:09:2c:45:87:33,down
486,49,eth2,6c:a0:06:f2:39:c9,up
487,49,eth0,a8:86:14:10:89:bb,down
488,49,eth2,0e:4a:b4:84:3c:1f,unknown
489,49,eth3,50:e6:77:3f:7c:ae,unknown
490,49,eth1,00:ac:b3:08:da:c4,down
491,50,eth1,72:ff:09:17:0c:10,up
492,50,eth1,62:c5:04:b7:54:af,up
493,50,eth2,70:2c:4b:2f:be:cd,down
494,50,eth2,1e:fe:b7:b6:43:65,down
495,50,eth3,fc:0e:7a:3f:6f:9b,up
496,50,eth0,ee:00:07:0d:c6:96,down
497,50,eth2,48:23:d1:b6:62:de,unknown
498,50,eth0,90:e3:53:4b:a5:59,down
499,50,eth0,54:c1:4b:d5:71:71,up
500,50,eth1,c0:91:c9:a7:74:7a,unknown
501,51,eth3,ca:c6:bf:a3:f6:61,up
502,51,eth1,26:8b:1c:d2:d4:8a,unknown
503,51,eth1,2e:75:cd:4f:0e:a6,unknown
504,51,eth3,1c:14:9f:f3:a0:79,unknown
505,51,eth1,34:37:db:84:08:fe,down
506,51,eth0,14:a0:42:61:df:60,up
507,51,eth0,bc:24:8e:d0:07:ca,up
508,51,eth1,8e:0e:72:f2:05:27,down
509,51,eth2,66:5b:8f:c6:9d:56,unknown
510,51,eth3,20:fa:9d:4e:60:2f,unknown
511,52,eth3,32:b4:71:66:1c:07,unknown
512,52,eth2,68:a3:3c:ae:1f:36,up
513,52,eth1,92:72:4a:b1:9c:c3,down
514,52,eth1,90:fb:49:cd:df:dc,up
515,52,eth3,52:24:03:b7:fe:67,up
516,52,eth0,ac:6f:12:52:eb:0e,up
517,52,eth2,26:9a:b4:d3:ad:e8,down
518,52,eth3,cc:86:65:49:e2:5f,down
519,52,eth0,0e:00:e9:e4:5b:e7,unknown
520,52,eth3,06:06:47:84:ef:be,unknown
521,53,eth0,e2:12:b1:8b:d4:b8,down
522,53,eth1,f4:c3:2f:23:72:51,up
523,53,eth1,de:09:59:3e:02:ea,up
524,53,eth1,44:68:9a:00:25:96,up
525,53,eth1,06:23:22:df:a1:8b,down
526,53,eth0,22:2c:df:ec:0a:03,up
527,53,eth0,76:fc:91:5c:03:ed,up
528,53,eth1,e2:58:8c:2e:f6:11,unknown
529,53,eth1,aa:58:aa:28:a3:2a,up
530,53,eth1,1c:f2:2a:d1:df:c7,unknown
531,54,eth1,b2:a9:86:74:2a:c7,unknown
532,54,eth3,94:aa:67:a0:b3:b0,down
533,54,eth3,44:70:ba:0c:1b:c2,up
