device_id,device_ip,device_serial,device_manufacturer,asset_id,org_country,device_class_id,num_interfaces,num_events
24,100.39.164.63,13bc66f9-a1d9-47f3-a84e-cc390f44ac1a,Castillo LLC,37,Ireland,46,10,8
25,84.59.195.239,bf1d75ff-83a7-4ab0-8626-3057885962bd,Wilson and Sons,94,India,47,10,11
26,158.6.130.230,b1623c5b-9881-496c-a807-73dc31cbd2e7,Alexander-Lopez,151,Spain,28,10,7
27,169.94.226.111,dadde0de-f99d-448c-a8d0-0cdadf50492a,Zuniga LLC,108,India,10,10,7
28,106.151.134.232,f28e53b0-f54e-4edd-9227-1b075e536f89,Carlson Ltd,44,Canada,23,10,9
29,179.142.151.9,4dfe7ab6-133d-4265-b1c4-a7c76adef73d,"Gonzalez, Bell and Green",126,USA,16,10,10
30,203.132.221.113,2c2dd497-5a0a-4698-b892-bacec25985d7,Gonzales Group,99,Hong Kong,13,10,10
31,32.58.217.249,1b17aad2-6240-4d7e-86a1-cbe2c4986ae1,"Curtis, Thompson and Nichols",2,Iceland,26,10,12
32,180.103.157.198,f6714e00-4fe9-4abc-a397-d7fb3fe1d395,"Mcguire, Baker and Leon",15,Malaysia,22,10,6
33,159.190.215.46,f08a033a-f8d7-4476-9db7-7dd2d4658962,Hale-Baldwin,39,Nigeria,13,10,12
34,32.180.168.170,3cf26087-97f8-48cd-af05-73f2ab9a9331,Powell LLC,137,USA,25,10,10
35,110.49.233.33,926209a5-ad81-43b6-88cb-56ea749acca3,Thomas and Sons,98,Spain,14,10,10
36,50.11.24.206,5fae30b5-aa5e-4f19-ac1d-3f10c0f15c6b,"Carson, Diaz and Munoz",5,USA,39,10,9
37,123.55.65.152,01a943c4-86af-4045-986a-f059ed7a69e4,"Jones, Phillips and Rangel",130,USA,23,10,5
38,178.32.55.141,8ae9bf19-5dd7-4f25-9e44-35a3a0267cb2,Harris LLC,173,Germany,4,10,10
39,56.249.113.134,209873f4-ef8e-4b70-ab5d-b49a5693d9de,Taylor Inc,190,Canada,33,10,10
40,137.170.13.51,8260be48-6454-4118-81d7-6c2efacd12bd,Carroll-Escobar,16,Iceland,41,10,11
41,28.243.181.208,ccafd703-9006-4daf-85ea-08af90a57f6c,"Walker, Clark and Armstrong",98,Spain,12,10,11
42,189.155.80.236,d0cbb431-4276-40ef-b77e-711abd279fc5,Reyes-Arroyo,64,United Kingdom,41,10,9
43,39.37.95.153,aece1873-d7cf-4b30-8b8f-3e912c393772,Walker Inc,6,Australia,50,10,8
44,84.176.195.11,68adb7c9-dc77-47e7-b40f-cc39566cd3f4,Osborne PLC,62,Australia,29,10,14
45,189.88.36.19,69e405f8-92e7-412f-b445-617614a2d623,"Lee, Thompson and Armstrong",4,United Kingdom,39,10,8
46,145.49.146.213,58f7674b-f527-4edd-b36c-3ddb76197afa,Goodwin Group,180,USA,4,10,7
47,20.0.153.239,f0e24f86-0222-4f17-abb1-c018a82b8718,Guerrero-Dennis,163,Canada,4,10,10
48,182.128.132.190,6200f428-f9d9-44bc-9634-2d50870a5c64,"Mcintyre, Hayes and Yu",175,USA,42,10,17
49,88.4.97.2,a47d7622-ef60-4205-88fa-4aa0dcd151a9,"Scott, Blackwell and King",138,USA,18,10,10
50,130.53.26.105,4537699a-d144-41ae-9955-80aa62de3973,"Soto, Contreras and Silva",52,USA,30,10,12
51,60.50.35.255,b77be9e4-4f4f-4ba2-ba12-613baab7de86,Morse-Landry,126,USA,44,10,9
52,156.217.216.239,aa5d3043-8ca8-4a49-985a-33554d7f688a,"Tate, Compton and Long",50,Canada,49,10,7
53,40.128.189.7,928db8ec-12f1-40d5-93e7-515ba629798a,"Rhodes, Rodriguez and Miller",197,Kenya,26,10,9
54,75.64.239.172,ef5b3ea5-50ab-4297-8b40-8ed42ecc9e40,Kline-Martin,171,Australia,14,10,6
55,10.24.11.233,f53165bf-45fa-4fff-9f06-b8e54e29c8db,Dunn-Jackson,99,Hong Kong,23,10,6
56,176.181.85.136,b7eebb60-80a9-4020-a7f7-cdd574fa8772,Bass-Austin,56,Netherlands,48,10,14
57,188.169.196.123,79483713-8092-400b-9582-34c9cd2607e2,Murray PLC,69,Nigeria,20,10,12
58,196.13.232.251,cb44f5c2-72f1-4d45-a120-8c1c8e9eb122,Reed-Phillips,95,Malaysia,1,10,10
59,53.25.5.159,22a8d575-39cc-4de4-bd57-1f733b290e2f,Jones-Flores,118,France,35,10,9
60,15.44.176.168,19a4cd03-7643-4d12-9c5d-fb2572a0e8fa,Williams-Gonzalez,2,Iceland,34,10,8
61,82.245.150.219,0a3375c0-9453-4555-8419-737d737c8706,Curry-Carlson,167,Saudi Arabia,22,10,14
62,178.13.93.16,deaf0844-7057-4328-b4cd-c1e4d4b4d676,Mcpherson-Rivera,100,Malaysia,39,10,11
63,27.79.48.6,f877bacb-8278-4e8f-94a8-8099170ec702,Rodriguez and Sons,33,USA,9,10,13
64,158.10.146.250,42ef07f4-de3b-425b-83f3-374930d76812,"Sullivan, Morton and Rivas",192,USA,29,10,9
65,138.43.179.54,84adba78-a250-47ab-869b-355c301f182b,Schmitt-Gomez,142,Canada,50,10,12
66,207.169.218.168,d92f934b-719c-4736-b793-877d0ab32056,"Munoz, Robinson and Estes",19,USA,19,10,8
67,141.168.168.196,93bd2ce5-6540-4d77-ab17-7117285ec66e,White Ltd,45,Australia,5,10,11
68,79.252.142.187,d7aa2afa-10e6-4404-ae61-2abe0d80318e,"Brown, Medina and Mendoza",22,Israel,46,10,9
69,89.154.123.209,cc6b8cf7-168c-4ac8-8272-007eaa2081a8,Lopez-Tucker,122,Chile,27,10,7
70,161.129.208.115,44b774fa-369e-42d8-a299-580cf333680f,Mitchell-Taylor,127,France,33,10,6
71,72.175.222.66,cdf24eac-3949-43bd-8040-c380ef6ceec6,Robinson Ltd,111,South Korea,36,10,6
72,16.46.116.254,7c7e9d99-4057-4f03-ae8f-2f78f80b4c0e,King Group,161,Germany,39,10,13
73,131.69.132.167,bce6b9c3-d830-41bb-b5d4-53d56c3ad7f8,Franklin PLC,133,Singapore,48,10,13
74,24.236.210.190,415bd4f3-e6e9-4596-bf67-aeaa254ed4f1,Davis-King,89,UAE,11,10,10
75,177.155.189.77,1b6d5aee-f889-477d-9fcb-90dc740ae52c,Floyd-Harrell,109,Switzerland,9,10,12
76,17.68.190.56,97a49525-eaef-4e25-89e8-999bac5e3132,White Inc,127,France,50,10,5
77,13.163.8.246,e6267a6f-0c2e-4889-82ec-5dd95ab23b91,Brown LLC,82,Switzerland,14,10,10
78,6.181.124.177,738ca46a-57f6-4c60-9c2b-683d52428e95,Weiss-Green,182,Malaysia,41,10,12
79,99.77.61.196,87260cf1-9422-4a2a-870e-26b9d7b15446,Davis-Estrada,86,Netherlands,38,10,16
80,13.62.248.88,4f84fe44-ffc6-41a4-8dc9-53ad62cfe9d5,"Mayo, Hampton and Hernandez",179,Nigeria,40,10,12
81,25.222.189.226,14483d6e-7d39-4407-9b6e-01fd083d8970,"Jones, Johnson and Mcmahon",7,South Africa,8,10,9
82,19.216.74.15,5c983a50-e2aa-407b-b972-fc7d0fa20b2c,Tucker-Shaffer,102,Iceland,20,10,8
83,220.123.142.198,f3598227-57a2-48a8-81de-72c64242faba,Murphy Ltd,126,USA,46,10,7
84,2.170.201.105,ad3673a8-684a-4ef7-86ee-af0a7ab517a2,"Yu, Rowland and Burke",51,UAE,9,10,13
85,23.197.115.112,adc7a811-0dae-4b55-93df-8e4ec1954c98,Montgomery-West,159,USA,37,10,13
86,143.96.156.181,fe94ed57-546b-4034-ae9d-7a822c63ae67,Smith Group,159,USA,14,10,9
87,113.50.43.248,83fc961d-580c-4668-a763-fceb7d192950,Fry-Allen,152,South Africa,22,10,10
88,45.202.76.231,b93900a1-0f2c-4827-b69f-b7d702695226,"Jordan, Werner and Gordon",187,Australia,7,10,9
89,80.191.43.147,f15f7485-aa69-4269-9326-024e2e83a10a,Ingram-Rojas,72,Chile,41,10,12
90,168.99.81.37,76d9ba12-d7e2-4b9a-8924-6b03faeabdcc,Knight-Mendez,97,Japan,6,10,10
91,194.108.254.1,9477c8cd-a4ef-4c91-9846-f1955e26a393,Edwards PLC,22,Israel,12,10,8
92,132.154.142.94,cee79854-faf0-499f-8214-ce4116340600,Guerrero-Gibson,55,Canada,36,10,12
93,190.104.82.36,de4c2327-fcf9-4de4-8e58-ade9262aa55e,Doyle Inc,182,Malaysia,1,10,11
94,187.94.250.202,6de43bd8-c49a-40eb-a826-57e867ca5ccd,Mosley-Rogers,123,USA,41,10,8
95,198.35.184.218,7207e457-6f9a-4a98-96bf-2665f17d7b50,"Roberts, Proctor and Silva",39,Nigeria,5,10,17
96,128.0.147.18,bc53a22d-1b74-4a46-a187-264659a8d0af,Johnson-Schwartz,72,Chile,3,10,12
97,83.161.146.64,d9de78d2-d52e-4fbb-bf28-bce45de099e6,"Barron, Brooks and Stewart",26,Belgium,26,10,11
98,130.14.75.120,561507ad-807a-454d-9a22-78fb574f89c8,Browning-Shaw,128,Chile,21,10,6
99,45.144.24.24,485526f3-51c1-4580-9298-2d9378f2cbd7,Cline PLC,183,United Kingdom,33,10,12
100,7.138.59.171,6aebae0f-082a-4187-8fcb-e7beababd718,"Brown, Silva and Miller",58,Australia,21,10,8
101,122.106.125.178,14452de8-50c4-4a8c-9136-afe29e35c7be,Martinez LLC,150,UAE,20,10,10
102,206.111.168.102,49ac7658-f02b-42af-933f-e0fc10f5a582,"Powell, Dunn and Matthews",78,Singapore,4,10,10
103,185.228.93.175,9254c33e-0d81-4f58-a3e3-59fc1b08d92c,Davis-Peterson,130,USA,15,10,13
104,9.37.40.114,c61d9c88-d0ac-46c9-aabb-c26c92974869,Bates Inc,33,USA,39,10,13
105,124.46.120.27,2cb7f8e7-635e-4825-a680-41dda830f82f,Walter-Hill,198,USA,29,10,8
106,53.204.139.195,7501805a-34a2-471d-a463-d38a01de2e89,Thomas-Jones,104,Canada,34,10,6
107,32.103.169.80,f6e86d12-c486-4f9d-a994-d67d3fc70a5c,Salinas PLC,79,India,50,10,7
108,99.116.190.236,b8d95a1b-ec51-4e76-b688-2e5ea1187937,"Grant, Garcia and Crawford",199,Japan,39,10,5
109,71.74.39.190,8e5d773d-1354-475d-8e98-a3845e105e2e,Steele Ltd,107,United Kingdom,41,10,8
110,8.73.124.207,a0b19ea1-3cee-4e6e-af4f-ba6477634bd1,Torres-Hill,65,Australia,48,10,5
111,83.214.162.254,1b39f4aa-e5e0-416b-9708-866bd98af54f,Olson-Dunn,82,Switzerland,7,10,11
112,157.177.192.223,9c667f91-8621-4386-a936-37189c37f7b0,Burns PLC,178,USA,12,10,8
113,3.196.231.164,8ddc36a1-90e8-4b4c-a46b-73208f2be128,Adams LLC,78,Singapore,23,10,13
114,117.204.76.193,2b22f671-1ccc-4b0a-be1f-5e14310e1aa7,Romero-Pierce,11,United Kingdom,1,10,7
115,71.22.107.54,2a3c64df-f33c-46ca-88cd-bedff5780a32,"Johnson, David and Adams",13,USA,40,10,9
116,100.138.157.241,c56a56d6-3051-4288-ab11-cd76925a12b2,Rivers-Jackson,7,South Africa,7,10,6
117,47.20.110.62,5001492c-b10f-49e1-b9e3-dd6cd161a522,Weiss-Richardson,168,Kenya,39,10,13
118,98.211.222.88,654979ad-018d-4613-aa04-4a60e9e5cf72,Jordan-Ashley,140,Thailand,22,10,8
119,163.210.67.63,f178d027-3a8a-4455-a60e-fe1d22d2615d,Johnson-Smith,76,Singapore,17,10,10
120,201.34.152.154,090e7471-3a38-4889-a3af-fa3a15a30d1a,Stevens and Sons,173,Germany,14,10,10
121,108.215.58.65,bbf2b7a2-79a9-42fa-b612-ca94587c1bce,"Rodgers, Ballard and Moore",45,Australia,47,10,10
122,120.90.15.165,c70054f3-9089-4b83-b44e-0bebeed778fa,Floyd-Gomez,196,USA,40,10,11
123,120.187.32.175,4857fe4e-24b2-4062-820d-1d86add40d37,Smith-Ferrell,59,Sweden,44,10,7
124,136.131.250.174,a7c2e883-bb5d-48dc-8595-e08bb774e01a,"Guerrero, Zuniga and Mills",58,Australia,29,10,10
125,98.69.174.27,170993f6-a5a2-4765-80c9-7e7c4cd19fd5,"Parrish, Barnes and Hayes",52,USA,2,10,7
126,210.123.119.191,a9487d65-0229-40b4-9081-3c8c64553cbc,Walker Group,192,USA,50,10,14
127,131.134.80.242,72be7151-6c04-4760-8324-8d7241135ce8,"Hendricks, Mckinney and Rogers",30,South Korea,48,10,10
128,104.207.5.231,bf1325cd-f294-4cbf-bbcf-c9c81096adc4,"Schroeder, Hunter and Mcintosh",153,South Africa,19,10,17
129,133.184.24.255,fcc09165-45ea-4ff6-b426-0315030a9684,"Thompson, Sims and Mcclain",24,New Zealand,5,10,10
130,216.70.0.5,7cf6af7d-a16b-40b5-bc76-9792ec645b8a,Powell-Miller,49,Canada,44,10,8
131,34.104.10.103,6c6de3ba-31b6-46a2-b9ad-04de21a6aadb,Mendez-Walker,131,Germany,8,10,12
132,82.85.26.238,0995f11f-0f1b-42bd-b6dd-60fbb62aa4dc,Clark-Sutton,47,Australia,38,10,9
133,83.128.7.92,3f649aac-7ae9-4de7-8891-6d60ca31de9e,"Acevedo, Gonzalez and Rice",61,Canada,2,10,10
134,136.233.209.86,46c67208-a3da-4704-8140-23aa74da0877,Benitez PLC,19,USA,17,10,6
135,5.181.80.110,1620df8c-7aac-4a1c-9c26-d8baa4c682fe,Green PLC,165,Malaysia,23,10,7
136,206.151.13.95,7150a1fb-df1d-487d-b5df-3beb8527e8c3,"Wells, Wilcox and Rodriguez",28,USA,47,10,14
137,46.71.16.153,40c4c1f5-bcc5-44e2-abcd-e6988041649a,Davis-Atkins,69,Nigeria,20,10,13
138,80.114.221.63,37424e96-3705-43fa-830a-284d5a4491f2,Murphy PLC,135,Germany,19,10,12
139,209.201.194.218,463ff0e8-eeed-4a8a-9d16-e8430b467273,"Evans, Camacho and Russell",155,Hong Kong,20,10,13
140,93.247.41.24,d7579953-4987-45f3-9d02-f53997845fd5,Ho and Sons,85,Canada,13,10,14
141,13.36.52.183,17dd624c-cf2c-4859-b990-eac0cf59b05f,Stokes Inc,96,South Korea,35,10,7
142,12.207.95.215,e33efa4f-61e3-436a-8553-9c618feb9378,Boyle Group,105,Nigeria,13,10,10
143,175.49.206.74,0a27e26f-58ff-4471-85c2-99023f25191a,"Li, Willis and Cole",166,India,35,10,9
144,67.165.57.25,99c6db20-dabd-4d33-ad72-2f4ba472071c,Morton-Hunter,35,Hong Kong,24,10,16
145,100.202.229.126,953b655e-453f-48b0-8e3a-e446b5fb1eb4,Howard-Shelton,1,Germany,31,10,6
146,8.196.255.81,3ca8ff6f-e2ee-4c4d-bd71-8b544d52c5b0,"Schroeder, Taylor and Miller",34,Mexico,43,10,10
147,111.116.69.193,005869ca-ba81-4e46-89b8-df0d4af3b0e5,"Hill, Martin and Kelley",192,USA,49,10,11
148,171.236.82.179,6ff42b60-236a-4b61-973b-c34982a895e1,Huffman-Walker,34,Mexico,23,10,6
149,118.236.65.219,8500cc03-d859-486d-ad96-d95e4a784de6,Reeves-Phillips,59,Sweden,33,10,11
150,73.35.187.184,4953bea0-3428-423c-abc9-a15898a8e849,"Fisher, Anderson and Barton",176,Canada,38,10,8
151,191.169.247.4,aad29432-d636-4fdd-8011-4b9e19e3ffdc,Silva Group,161,Germany,1,10,3
152,205.54.208.234,bd6fe9ba-fee8-43b2-80dc-742922e4b1c9,Young Ltd,66,Switzerland,48,10,6
153,74.194.194.1,8d682cbd-81a2-4104-9600-ef11f569a151,Hammond Inc,200,USA,23,10,10
154,209.173.217.48,d7d3ecdb-cf7a-4b1e-9922-3bf1e0ad8b08,"Anthony, Frederick and Wilson",153,South Africa,8,10,10
155,31.198.104.77,ea882e85-8b2c-4d0c-8c2c-f9fc6b71785c,Daniels-Cox,166,India,21,10,13
156,172.88.188.70,df6e95af-0c22-4fc6-b9a9-9036f2490059,Perez Group,106,USA,22,10,6
157,25.90.134.24,c662a987-d6b2-4763-a0d4-04c236bc8b1f,Johnson Group,147,USA,3,10,8
158,19.190.220.60,ee6bc9b8-76cf-4c7b-8461-2015aa55f6cc,Munoz-Mason,58,Australia,49,10,8
159,35.18.245.252,62d24c48-d430-4b7e-af2f-54154a03dbd3,Lewis-Burke,97,Japan,39,10,14
160,196.19.238.160,81f25c3c-ae0b-4a69-a6a0-edee538947b6,Dunn LLC,153,South Africa,17,10,8
161,15.176.136.248,ac7ce394-f50b-487c-aa73-44dcda4dea75,Bender-Stevens,74,Germany,21,10,10
162,40.67.36.227,a593c870-47bb-4087-a1fc-09af67e6914a,Buckley PLC,182,Malaysia,7,10,9
163,190.155.15.7,822a3f20-6a75-46b3-93dc-77176e6baa4d,"Johnson, Howell and Snow",108,India,49,10,16
164,24.106.234.255,92dc519e-6e16-44f8-8a68-f384b54a0793,Long Ltd,153,South Africa,35,10,8
165,158.141.35.64,dfec9f5c-12d4-49b8-a15d-4e99e34938db,Adams-Nichols,186,Hong Kong,24,10,11
166,190.68.18.191,182ec1e5-a10e-4305-82e5-296c917b1078,"Anthony, Brown and Guzman",117,USA,44,10,15
167,192.204.161.189,26d6854a-36b8-461c-a955-4854e2a033ee,Valenzuela-Stevens,68,USA,34,10,12
168,32.51.197.179,7a8affdd-6f3e-4a20-92c9-652604741bdd,Baker PLC,142,Canada,9,10,6
169,35.116.19.23,73613156-2b4b-4794-bd22-cafd06c1c84d,White-Holland,1,Germany,39,10,9
170,69.39.35.239,fe976f9e-db1a-47b6-9df6-0d9e4c7c1a34,Blair LLC,200,USA,19,10,13
171,76.36.79.225,fc8b9e4f-35c9-4ed9-8628-38ce965cb2ad,"Reynolds, Williams and Nichols",104,Canada,2,10,10
172,167.158.209.80,5c9e5672-bef3-47f6-a23e-da02558bb58f,Watson LLC,49,Canada,19,10,15
173,175.211.127.216,a29d1098-fdf8-43d9-b0c1-bf21c86c43bb,Wright Inc,25,India,49,10,8
174,52.195.99.184,0a9f7cb7-bb3d-453d-80bd-060d90c84469,"Davis, Duncan and Wood",153,South Africa,21,10,15
175,103.245.40.220,aa39bc9c-7fef-4707-9a8f-6841b970507f,Arellano-Summers,172,USA,8,10,12
176,52.141.210.73,aaa44a32-04a8-446c-9900-9b4df7dc02b2,Carter-Bender,11,United Kingdom,47,10,11
177,14.196.121.180,575fadb4-ab5a-4bf3-be1c-9018a70a798b,Hodge-Mayo,200,USA,2,10,10
178,104.27.15.48,55d4bcaa-8914-41d7-95db-fa2355a19055,"Wang, Hernandez and Lopez",191,Mexico,45,10,6
179,188.40.78.218,bf049db4-63dd-4e72-8891-dd3440b49928,"Taylor, Allen and Gonzales",4,United Kingdom,42,10,11
180,79.107.87.109,13f6aca0-9009-44a3-9b7a-22b4b0b131df,Wilson-Mcintosh,157,UAE,36,10,8
181,7.196.20.163,64760e08-398d-482b-8654-84bed7428fad,Williams PLC,105,Nigeria,35,10,14
182,195.61.25.250,d5906c59-d3ed-464b-848f-b06662f8c49a,Adams Ltd,49,Canada,34,10,6
183,17.35.158.107,d65b1937-8227-425f-91c1-66f4e9c2e2eb,Arroyo and Sons,164,South Africa,19,10,13
184,212.90.49.179,57b7f5f2-aa94-4a82-905f-54ef711e5e97,Gallagher-Little,28,USA,40,10,9
185,5.179.72.110,317bedff-ef3e-445c-916e-0bad8af6764b,"Beasley, Holmes and Brown",182,Malaysia,17,10,12
186,52.212.202.231,ae671f09-a6a1-4d6f-8b1d-219ac71990be,Carroll-Smith,38,Spain,37,10,14
187,36.44.199.203,edd6bb32-7180-4d52-9c93-70c792dbe694,Young Inc,72,Chile,26,10,9
188,221.67.142.34,af2a06e7-2892-4ea7-a0c6-fb2340dea6da,"Pena, Lara and Mueller",150,UAE,33,10,12
189,86.253.207.168,8a4cbc67-a6b2-4128-8c5a-de501e38b063,Lee Ltd,193,Canada,16,10,10
190,20.57.164.196,c33e1ee1-06f8-42bf-a18d-cd4234bf9ab3,Sanchez Ltd,175,USA,24,10,13
191,139.145.155.172,065cc2b6-cbd5-4c90-adfe-3309cc1c296d,Gomez-Barrera,19,USA,19,10,7
192,37.164.93.86,461896c2-ec77-40ed-a41a-f465511c7872,"Russell, Aguirre and Hernandez",34,Mexico,48,10,9
193,199.61.231.80,c16d0633-aa35-467a-a1e6-37efe7072df8,Moreno Ltd,178,USA,46,10,10
194,56.193.35.15,5b3d513d-db86-4509-b359-18458e5fb6c0,Perez-Rivers,185,Hong Kong,37,10,10
195,174.130.124.118,dc17d7ee-eb19-4b6c-b3b1-977c63886119,"Bradford, Ramirez and Perez",37,Ireland,19,10,7
196,182.4.252.7,b8e26471-7c4c-4eb3-9e2a-1abae205c26b,"Johnson, Myers and Jimenez",147,USA,50,10,8
197,108.42.86.44,47680cea-814a-4ee5-8e7d-4b1d6e9095fd,Thompson Inc,181,USA,11,10,6
198,59.119.53.172,4b2c439c-2680-4137-ba05-70b156ffb6eb,Sullivan-Oconnell,102,Iceland,50,10,6
199,30.4.36.37,ff8df1d3-7ee6-44dc-9a19-85858641318b,"Ashley, Hernandez and Gill",45,Australia,47,10,13
200,176.179.181.69,6d83b2e4-8540-4bc7-80cc-765406f3f682,"Lyons, Rubio and Mitchell",113,USA,39,10,7
201,190.143.254.125,416804f8-74ec-440a-b810-9179018b8432,"Brown, Richardson and Booker",63,USA,6,10,9
202,193.25.45.14,9698fbf6-28eb-40ae-95ff-0cc2b56e1339,Smith-Mullen,92,Australia,14,10,11
203,86.242.93.114,4a12e623-1a13-4bbd-9e75-49c7eabb93d1,Carpenter-Clark,9,New Zealand,29,10,10
204,180.35.238.212,641b80ed-5691-478e-9bf2-1b6b5a378abf,Collins-Flores,149,Nigeria,27,10,5
205,148.246.254.159,7a3e02c6-db92-4a08-971c-72bf0ce4ba9f,Ingram LLC,15,Malaysia,36,10,10
206,31.124.154.200,8294ba09-3e49-41b3-91aa-02f0161110d5,Frazier LLC,196,USA,10,10,12
207,216.238.7.207,047630b1-d4cb-46fe-91b9-0d6e17612601,Wiley Group,168,Kenya,39,10,6
208,78.234.134.105,dc4cb85f-a0d6-4467-a552-05a5a16f1ce2,Torres-Paul,136,United Kingdom,12,10,11
209,168.231.224.24,30d00cf8-8470-420d-8ba5-0af363909ac3,Henry LLC,158,Israel,33,10,10
210,2.66.159.124,c5e01ffe-edd7-4246-b203-d71084be2eac,Anderson LLC,73,USA,11,10,3
211,36.59.148.95,e91f5ed5-fb48-453b-84d0-47def91d51ec,"Mills, Robinson and Hammond",126,USA,2,10,12
212,185.106.186.163,7a66a81d-142c-445a-b596-9d97c68dedab,Griffin Ltd,43,India,9,10,8
213,222.239.209.78,34bd928b-d96d-4ac4-b73b-1c7f5f5828a8,Reed LLC,77,United Kingdom,44,10,7
214,61.79.80.194,f8681f9d-b464-4793-bb25-c511c7778097,Jones-Bautista,56,Netherlands,43,10,11
215,54.125.193.213,4b42475a-4c8a-48d4-9e35-0cf4db205005,Brown Group,94,India,40,10,10
216,186.179.155.220,b6e69ee4-abff-4e83-a315-e01e82961de4,Espinoza Ltd,190,Canada,11,10,14
217,176.63.227.72,8b8449e2-5746-4f36-b746-bc1764231f20,Lopez and Sons,19,USA,25,10,5
218,142.138.107.85,52086477-cff9-4d08-9f55-622106257b4d,Weber LLC,143,Belgium,34,10,11
219,162.200.178.112,56818dda-a35d-4e79-9d6f-6148da3f200b,"Davis, Phillips and Baker",145,Canada,31,10,12
220,153.88.35.99,7e5ef0aa-4085-4d0d-8ab9-76774bced0a7,Patel-Hill,76,Singapore,45,10,13
221,166.189.3.222,3f0f9d91-629b-4336-aee0-f3e4ce0a9724,Sullivan LLC,16,Iceland,48,10,7
222,82.242.200.147,edc4353b-0b4b-4616-8b74-021933c17b31,Ortiz Inc,160,Thailand,13,10,3
223,2.27.87.13,d0d662f5-f9e0-4e0c-890d-338deef39003,"Herrera, Leach and Todd",146,USA,39,10,12
224,2.25.253.34,cb2fc984-f1b7-4fe5-8f39-884dbf2811eb,"Vega, Espinoza and Yates",134,UAE,6,10,6
225,113.74.37.50,cc39c4ca-06ad-4c86-acad-b11547974e88,"Ballard, Fields and Trevino",104,Canada,37,10,12
226,212.3.69.103,490cc65b-ddb3-4ee0-9a5c-24ae09e304d0,Alvarez LLC,142,Canada,34,10,9
227,133.146.197.226,aba34e7d-3d5c-48a5-a5e9-8b9beb487d45,Murray Ltd,89,UAE,42,10,8
228,94.27.252.139,e9432532-5b86-4d05-84c9-eca04bae0164,"Sanchez, Hernandez and Perez",91,Australia,50,10,11
229,176.39.153.138,af628499-7b37-4688-af35-eed6f69524d2,Mills-Howard,152,South Africa,9,10,12
230,88.64.249.230,861e5f92-8be7-4af3-8c80-4967f0d384b1,"Ruiz, Berry and Ross",166,India,32,10,8
231,20.216.126.233,259faf66-a4a1-4622-a9e2-eb0d14643b95,Torres and Sons,141,Thailand,20,10,9
232,88.148.113.140,ef391910-1b88-4c93-bc13-3401139692d5,"Fry, Ortega and Knapp",153,South Africa,17,10,12
